project_code,title,description,state,district,constituency,block_or_taluk,village_or_ward,latitude,longitude,mp_name,mp_house,sector,status,sanction_date,expected_completion_date,actual_completion_date,agency_id,agency_name,agency_type,sanctioned_amount,released_amount,expenditure_amount,unspent_balance,financial_progress_pct,physical_progress_pct,output_unit,physical_quantity,cost_per_unit,archetype,data_attribution
MPLAD-RA-JAI-01528,"Paving and laying of cement concrete road with drainage near Panchayat Hall to Village Entry, Sanganer","Administrative sanction under MPLADS for: Construction of gabion flood protection retaining wall along vulnerable bank in Bassi. Implemented by Shree Balaji Civic Builders for public benefit in Bassi, Jaipur.",Rajasthan,Jaipur,Jaipur (LS-07),Sanganer,Sanganer,26.987276,75.779322,Manju Sharma,Lok Sabha,Roads & Pathways,IN_PROGRESS,2025-08-31,2026-05-06,,AGY-CONTR-103-JAI,Shree Balaji Civic Builders,Registered Contractor,4700000,3791000.0,3166600.0,624400.0,71.0,89.2,check_dam,2.1,2350000.0,DUPLICATE_PAIR,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-TA-COI-01135,Laying of underground irrigation pipeline connecting minor irrigation tank to farmlands at Kinathukadavu,"Administrative sanction under MPLADS for: Laying of underground irrigation pipeline connecting minor irrigation tank to farmlands at Kinathukadavu. Implemented by Municipal Corporation Public Infrastructure Cell for public benefit in Kinathukadavu, Coimbatore.",Tamil Nadu,Coimbatore,Coimbatore (LS-20),Sulur,Kinathukadavu,11.060902,77.037629,Ganapathi P. Rajkumar,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2026-04-05,2027-01-27,,AGY-MUNC-COI,Municipal Corporation Public Infrastructure Cell,Municipal Corporation,7990000,2956300.0,2796500.0,159800.0,35.0,36.1,check_dam,3.5,2282857.14,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01510,Construction of gabion flood protection retaining wall along vulnerable bank in Magadi,"Administrative sanction under MPLADS for: Construction of gabion flood protection retaining wall along vulnerable bank in Magadi. Implemented by Shree Balaji Civic Builders for public benefit in Magadi, Bengaluru Rural.",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Magadi,13.339593,77.479678,C. N. Manjunath,Lok Sabha,Irrigation & Flood Control,STALLED,2023-06-17,2024-04-12,,AGY-CONTR-103-BEN,Shree Balaji Civic Builders,Registered Contractor,2200000,1540000.0,1309000.0,231000.0,59.5,29.2,check_dam,1.2,1833333.33,DELAYED_PROJECT,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-WE-DAR-01419,Setting up of Community RO Water Purification Plant with distribution kiosk at Naxalbari,"Administrative sanction under MPLADS for: Setting up of Community RO Water Purification Plant with distribution kiosk at Naxalbari. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Naxalbari, Darjeeling. (Contains specialized premium design parameters and expedited specifications).",West Bengal,Darjeeling,Darjeeling (LS-04),Kurseong,Naxalbari,26.963158,88.21631000000001,Raju Bista,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2024-09-29,2025-09-01,,AGY-CONTR-101-DAR,Vanguard Infra Projects Pvt Ltd,Registered Contractor,1570000,1413000.0,1201050.0,211950.0,76.5,91.8,water_installation,1.7000000000000002,923529.41,COST_OUTLIER,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-WE-DAR-01285,"Installation of rooftop solar photovoltaic system at Model Senior Secondary School, Kurseong","Administrative sanction under MPLADS for: Installation of rooftop solar photovoltaic system at Model Senior Secondary School, Kurseong. Implemented by District Rural Development Agency for public benefit in Kurseong, Darjeeling.",West Bengal,Darjeeling,Darjeeling (LS-04),Kurseong,Kurseong,27.01687,88.305541,Raju Bista,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2024-09-29,2025-04-06,,AGY-DRDA-DAR,District Rural Development Agency,Line Department,5630000,5123300.0,4053600.0,1069700.0,72.0,87.1,classroom_block,4.3,1309302.33,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-WE-DAR-01086,Construction of modern cremation shed with solar lighting and water facility at Kalimpong,"Administrative sanction under MPLADS for: Construction of modern cremation shed with solar lighting and water facility at Kalimpong. Implemented by Shree Balaji Civic Builders for public benefit in Kalimpong, Darjeeling.",West Bengal,Darjeeling,Darjeeling (LS-04),Kurseong,Kalimpong,26.981846,88.3202,Raju Bista,Lok Sabha,Community Infrastructure,IN_PROGRESS,2025-07-05,2026-01-08,,AGY-CONTR-103-DAR,Shree Balaji Civic Builders,Registered Contractor,13270000,11677600.0,9687100.0,1990500.0,73.0,99.3,community_hall,4.5,2948888.89,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01139,Construction of modern cremation shed with solar lighting and water facility at Magadi,"Administrative sanction under MPLADS for: Construction of modern cremation shed with solar lighting and water facility at Magadi. Implemented by District Rural Development Agency for public benefit in Magadi, Bengaluru Rural.",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Magadi,13.246445,77.499353,C. N. Manjunath,Lok Sabha,Community Infrastructure,IN_PROGRESS,2023-11-13,2024-05-30,,AGY-DRDA-BEN,District Rural Development Agency,Line Department,12270000,11043000.0,8834400.0,2208600.0,72.0,92.9,community_hall,4.2,2921428.57,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-IND-01312,Rejuvenation of traditional percolation tank and public drinking well at Hatod,"Administrative sanction under MPLADS for: Rejuvenation of traditional percolation tank and public drinking well at Hatod. Implemented by Zilla Parishad Engineering Cell for public benefit in Hatod, Indore.",Madhya Pradesh,Indore,Indore (LS-26),Mhow,Hatod,22.716631,75.910334,Shankar Lalwani,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2025-12-24,2026-11-11,,AGY-ZP-IND,Zilla Parishad Engineering Cell,Panchayati Raj,1040000,676000.0,509600.0,166400.0,49.0,58.0,water_installation,3.0,346666.67,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-TA-COI-01016,Laying of piped drinking water distribution network for scheduled caste colony in Mettupalayam,"Administrative sanction under MPLADS for: Laying of piped drinking water distribution network for scheduled caste colony in Mettupalayam. Implemented by Gram Panchayat Development Committee for public benefit in Mettupalayam, Coimbatore.",Tamil Nadu,Coimbatore,Coimbatore (LS-20),Sulur,Mettupalayam,11.019587,77.049887,Ganapathi P. Rajkumar,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2024-01-20,2024-11-01,,AGY-PRI-COI,Gram Panchayat Development Committee,Panchayati Raj,780000,702000.0,600600.0,101400.0,77.0,90.5,water_installation,2.2,354545.45,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-IND-01251,Construction of Check Dam across local seasonal stream for groundwater recharge at Depalpur,"Administrative sanction under MPLADS for: Construction of Check Dam across local seasonal stream for groundwater recharge at Depalpur. Implemented by Municipal Corporation Public Infrastructure Cell for public benefit in Depalpur, Indore.",Madhya Pradesh,Indore,Indore (LS-26),Mhow,Depalpur,22.767002,75.845862,Shankar Lalwani,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2025-08-20,2026-04-19,,AGY-MUNC-IND,Municipal Corporation Public Infrastructure Cell,Municipal Corporation,4160000,3827200.0,3577600.0,249600.0,86.0,90.2,check_dam,1.9,2189473.68,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-RA-JAI-01117,Bituminous macadam surfacing of rural connectivity pathway near Jhotwara main square,"Administrative sanction under MPLADS for: Bituminous macadam surfacing of rural connectivity pathway near Jhotwara main square. Implemented by Municipal Corporation Public Infrastructure Cell for public benefit in Jhotwara, Jaipur.",Rajasthan,Jaipur,Jaipur (LS-07),Sanganer,Jhotwara,26.808838,75.916286,Manju Sharma,Lok Sabha,Roads & Pathways,IN_PROGRESS,2024-07-01,2025-04-11,,AGY-MUNC-JAI,Municipal Corporation Public Infrastructure Cell,Municipal Corporation,8930000,7322600.0,5893800.0,1428800.0,66.0,82.2,kilometer,4.9,1822448.98,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-IND-01071,Upgradation and modernization of Primary Health Sub-Centre with emergency maternity unit at Hatod,"Administrative sanction under MPLADS for: Upgradation and modernization of Primary Health Sub-Centre with emergency maternity unit at Hatod. Implemented by Municipal Corporation Public Infrastructure Cell for public benefit in Hatod, Indore.",Madhya Pradesh,Indore,Indore (LS-26),Mhow,Hatod,22.713192,75.864389,Shankar Lalwani,Lok Sabha,Health & Sanitation,IN_PROGRESS,2024-08-04,2025-05-04,,AGY-MUNC-IND,Municipal Corporation Public Infrastructure Cell,Municipal Corporation,15310000,13932100.0,11635600.0,2296500.0,76.0,97.3,facility_center,4.4,3479545.45,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-BI-PAT-01400,Setting up of Community RO Water Purification Plant with distribution kiosk at Phulwari,"Administrative sanction under MPLADS for: Setting up of Community RO Water Purification Plant with distribution kiosk at Phulwari. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Phulwari, Patna.",Bihar,Patna,Patna Sahib (LS-30),Bakhtiarpur,Phulwari,25.615718,85.207162,Ravi Shankar Prasad,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2025-11-15,2026-08-19,,AGY-CONTR-101-PAT,Vanguard Infra Projects Pvt Ltd,Registered Contractor,1230000,1033200.0,947100.0,86100.0,77.0,89.6,water_installation,2.5,492000.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-WE-DAR-01277,Creation of Farmer Training & Seed Storage Facility near agricultural marketing yard at Naxalbari,"Administrative sanction under MPLADS for: Creation of Farmer Training & Seed Storage Facility near agricultural marketing yard at Naxalbari. Implemented by State Rural Water Supply & Sanitation Board for public benefit in Naxalbari, Darjeeling.",West Bengal,Darjeeling,Darjeeling (LS-04),Kurseong,Naxalbari,26.962982,88.203628,Raju Bista,Lok Sabha,Community Infrastructure,IN_PROGRESS,2023-12-01,2024-06-08,,AGY-JAL-DAR,State Rural Water Supply & Sanitation Board,Line Department,13620000,11168400.0,9261600.0,1906800.0,68.0,90.9,community_hall,3.6,3783333.33,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-WE-DAR-01535,Construction of Cement Concrete (CC) Road and side drains from Panchayat Bhawan to Main Gate in Siliguri,"Administrative sanction under MPLADS for: Upgradation of link road and culvert bridging at Kurseong. Implemented by Public Works Department (Div-1) for public benefit in Kurseong, Darjeeling.",West Bengal,Darjeeling,Darjeeling (LS-04),Kurseong,Siliguri,26.976668,88.272649,Raju Bista,Lok Sabha,Roads & Pathways,IN_PROGRESS,2024-12-21,2025-08-20,,AGY-PWD-DAR,Public Works Department (Div-1),Line Department,5640000,3854400.0,3241200.0,613200.0,74.0,93.7,kilometer,1.4,2820000.0,DUPLICATE_PAIR,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-UT-VAR-01258,Upgradation of link road and culvert bridging at Sewapuri,"Administrative sanction under MPLADS for: Upgradation of link road and culvert bridging at Sewapuri. Implemented by Gram Panchayat Development Committee for public benefit in Sewapuri, Varanasi.",Uttar Pradesh,Varanasi,Varanasi (LS-77),Rohaniya,Sewapuri,25.345984,83.069326,Narendra Modi,Lok Sabha,Roads & Pathways,IN_PROGRESS,2026-02-20,2026-12-17,,AGY-PRI-VAR,Gram Panchayat Development Committee,Panchayati Raj,10450000,4807000.0,4702500.0,104500.0,45.0,50.2,kilometer,4.9,2132653.06,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-BI-PAT-01245,Construction of Community Sanitary Complex with biological septic filtration in Phulwari,"Administrative sanction under MPLADS for: Construction of Community Sanitary Complex with biological septic filtration in Phulwari. Implemented by Gram Panchayat Development Committee for public benefit in Phulwari, Patna.",Bihar,Patna,Patna Sahib (LS-30),Bakhtiarpur,Phulwari,25.641148,85.172104,Ravi Shankar Prasad,Lok Sabha,Health & Sanitation,IN_PROGRESS,2025-04-15,2026-04-14,,AGY-PRI-PAT,Gram Panchayat Development Committee,Panchayati Raj,6880000,5641600.0,4540800.0,1100800.0,66.0,87.7,facility_center,3.0,2293333.33,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01434,Rejuvenation of traditional percolation tank and public drinking well at Nelamangala,"Administrative sanction under MPLADS for: Rejuvenation of traditional percolation tank and public drinking well at Nelamangala. Implemented by Public Works Department (Div-1) for public benefit in Nelamangala, Bengaluru Rural. (Contains specialized premium design parameters and expedited specifications).",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Nelamangala,13.318304,77.423769,C. N. Manjunath,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2026-03-27,2026-09-30,,AGY-PWD-BEN,Public Works Department (Div-1),Line Department,5180000,4662000.0,3962700.0,699300.0,76.5,56.0,water_installation,2.5,2072000.0,COST_OUTLIER,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-RA-JAI-01105,Paving of interlocking paver block street in Amer Ward 4,"Administrative sanction under MPLADS for: Paving of interlocking paver block street in Amer Ward 4. Implemented by Public Works Department (Div-1) for public benefit in Amer, Jaipur.",Rajasthan,Jaipur,Jaipur (LS-07),Sanganer,Amer,26.810563,75.876108,Manju Sharma,Lok Sabha,Roads & Pathways,IN_PROGRESS,2024-02-22,2024-09-27,,AGY-PWD-JAI,Public Works Department (Div-1),Line Department,12330000,10973700.0,8261100.0,2712600.0,67.0,86.8,kilometer,4.1,3007317.07,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01439,"Construction of 2 additional smart classroom blocks at Government Higher Secondary School, Khadakwasla","Administrative sanction under MPLADS for: Construction of 2 additional smart classroom blocks at Government Higher Secondary School, Khadakwasla. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Khadakwasla, Pune. (Contains specialized premium design parameters and expedited specifications).",Maharashtra,Pune,Pune (LS-34),Haveli,Khadakwasla,18.49882,73.986342,Murlidhar Mohol,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2026-01-14,2026-12-22,,AGY-CONTR-101-PUN,Vanguard Infra Projects Pvt Ltd,Registered Contractor,20180000,18162000.0,15437700.0,2724300.0,76.5,47.5,classroom_block,3.9,5174358.97,COST_OUTLIER,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01084,"Setting up of automated diagnostic lab unit at Community Health Centre, Manchar","Administrative sanction under MPLADS for: Setting up of automated diagnostic lab unit at Community Health Centre, Manchar. Implemented by Gram Panchayat Development Committee for public benefit in Manchar, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Manchar,18.488034,73.762766,Murlidhar Mohol,Lok Sabha,Health & Sanitation,IN_PROGRESS,2025-06-18,2026-01-22,,AGY-PRI-PUN,Gram Panchayat Development Committee,Panchayati Raj,7750000,7052500.0,6277500.0,775000.0,81.0,94.3,facility_center,2.1,3690476.19,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-TA-COI-01219,Laying of piped drinking water distribution network for scheduled caste colony in Sulur,"Administrative sanction under MPLADS for: Laying of piped drinking water distribution network for scheduled caste colony in Sulur. Implemented by District Rural Development Agency for public benefit in Sulur, Coimbatore.",Tamil Nadu,Coimbatore,Coimbatore (LS-20),Sulur,Sulur,11.045054,76.911482,Ganapathi P. Rajkumar,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2026-03-17,2026-11-19,,AGY-DRDA-COI,District Rural Development Agency,Line Department,830000,473100.0,381800.0,91300.0,46.0,50.2,water_installation,1.7000000000000002,488235.29,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-IND-01231,"Establishment of Composite Science and STEM Laboratory at Zilla Parishad High School, Hatod","Administrative sanction under MPLADS for: Establishment of Composite Science and STEM Laboratory at Zilla Parishad High School, Hatod. Implemented by Gram Panchayat Development Committee for public benefit in Hatod, Indore.",Madhya Pradesh,Indore,Indore (LS-26),Mhow,Hatod,22.770741,75.842261,Shankar Lalwani,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2024-06-04,2024-12-11,,AGY-PRI-IND,Gram Panchayat Development Committee,Panchayati Raj,3210000,3177900.0,2856900.0,321000.0,89.0,81.5,classroom_block,2.1,1528571.43,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-RA-JAI-01596,Rejuvenation of traditional percolation tank and public drinking well at Amer,"Administrative sanction under MPLADS for: Rejuvenation of traditional percolation tank and public drinking well at Amer. Implemented by Gram Panchayat Development Committee for public benefit in Amer, Jaipur.",Rajasthan,Jaipur,Jaipur (LS-07),Sanganer,Amer,,,Manju Sharma,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2024-02-10,2024-11-24,,AGY-PRI-JAI,Gram Panchayat Development Committee,Panchayati Raj,1470000,1352400.0,1264200.0,88200.0,86.0,85.1,water_installation,3.6,408333.33,DATA_MISSING,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01194,Rejuvenation of traditional percolation tank and public drinking well at Doddaballapura,"Administrative sanction under MPLADS for: Rejuvenation of traditional percolation tank and public drinking well at Doddaballapura. Implemented by Shree Balaji Civic Builders for public benefit in Doddaballapura, Bengaluru Rural.",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Doddaballapura,13.268087,77.63576,C. N. Manjunath,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2026-02-01,2026-10-03,,AGY-CONTR-103-BEN,Shree Balaji Civic Builders,Registered Contractor,1130000,689300.0,666700.0,22600.0,59.0,65.7,water_installation,2.6,434615.38,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01371,Upgradation of link road and culvert bridging at Magadi,"Administrative sanction under MPLADS for: Upgradation of link road and culvert bridging at Magadi. Implemented by Apex Engineering & Construction Syndicate for public benefit in Magadi, Bengaluru Rural.",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Magadi,13.300803,77.425476,C. N. Manjunath,Lok Sabha,Roads & Pathways,IN_PROGRESS,2025-09-02,2026-05-25,,AGY-CONTR-102-BEN,Apex Engineering & Construction Syndicate,Registered Contractor,6670000,6269800.0,5669500.0,600300.0,85.0,95.2,kilometer,3.3,2021212.12,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-IND-01335,Desilting and embankment strengthening of drainage canal serving agricultural fields in Betma,"Administrative sanction under MPLADS for: Desilting and embankment strengthening of drainage canal serving agricultural fields in Betma. Implemented by Apex Engineering & Construction Syndicate for public benefit in Betma, Indore.",Madhya Pradesh,Indore,Indore (LS-26),Mhow,Betma,22.778018,75.81007,Shankar Lalwani,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2024-12-11,2025-11-21,,AGY-CONTR-102-IND,Apex Engineering & Construction Syndicate,Registered Contractor,6480000,6091200.0,5767200.0,324000.0,89.0,92.8,check_dam,3.6,1800000.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-IND-01573,Setting up of Community RO Water Purification Plant with distribution kiosk at Sanwer,"Administrative sanction under MPLADS for: Setting up of Community RO Water Purification Plant with distribution kiosk at Sanwer. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Sanwer, Indore.",Madhya Pradesh,Indore,Indore (LS-26),Mhow,Sanwer,22.799276,75.801245,Shankar Lalwani,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2026-02-27,2026-08-28,,AGY-CONTR-101-IND,Vanguard Infra Projects Pvt Ltd,Registered Contractor,2000000,1980000.0,-50000.0,2030000.0,-2.5,72.3,water_installation,4.4,454545.45,DATA_INCONSISTENT,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-BI-PAT-01357,Construction of Cement Concrete (CC) Road with side drains from Fatuha to Bakhtiarpur,"Administrative sanction under MPLADS for: Construction of Cement Concrete (CC) Road with side drains from Fatuha to Bakhtiarpur. Implemented by Public Works Department (Div-1) for public benefit in Fatuha, Patna.",Bihar,Patna,Patna Sahib (LS-30),Bakhtiarpur,Fatuha,25.623412,85.120639,Ravi Shankar Prasad,Lok Sabha,Roads & Pathways,IN_PROGRESS,2025-11-12,2026-10-07,,AGY-PWD-PAT,Public Works Department (Div-1),Line Department,6890000,6476600.0,5925400.0,551200.0,86.0,74.1,kilometer,2.3,2995652.17,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01024,Creation of Farmer Training & Seed Storage Facility near agricultural marketing yard at Khadakwasla,"Administrative sanction under MPLADS for: Creation of Farmer Training & Seed Storage Facility near agricultural marketing yard at Khadakwasla. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Khadakwasla, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Khadakwasla,18.526820999999998,73.809826,Murlidhar Mohol,Lok Sabha,Community Infrastructure,IN_PROGRESS,2025-02-26,2026-02-10,,AGY-CONTR-101-PUN,Vanguard Infra Projects Pvt Ltd,Registered Contractor,5370000,4886700.0,4403400.0,483300.0,82.0,98.7,community_hall,1.9,2826315.79,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-TA-COI-01175,Paving of interlocking paver block street in Mettupalayam Ward 4,"Administrative sanction under MPLADS for: Paving of interlocking paver block street in Mettupalayam Ward 4. Implemented by State Rural Water Supply & Sanitation Board for public benefit in Mettupalayam, Coimbatore.",Tamil Nadu,Coimbatore,Coimbatore (LS-20),Sulur,Mettupalayam,10.964223,77.039278,Ganapathi P. Rajkumar,Lok Sabha,Roads & Pathways,IN_PROGRESS,2025-12-31,2026-11-05,,AGY-JAL-COI,State Rural Water Supply & Sanitation Board,Line Department,9150000,5307000.0,4666500.0,640500.0,51.0,67.6,kilometer,4.3,2127906.98,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-UT-VAR-01044,Rejuvenation of traditional percolation tank and public drinking well at Kashi,"Administrative sanction under MPLADS for: Rejuvenation of traditional percolation tank and public drinking well at Kashi. Implemented by Shree Balaji Civic Builders for public benefit in Kashi, Varanasi.",Uttar Pradesh,Varanasi,Varanasi (LS-77),Rohaniya,Kashi,25.344581,83.085101,Narendra Modi,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2025-09-26,2026-04-01,,AGY-CONTR-103-VAR,Shree Balaji Civic Builders,Registered Contractor,1050000,945000.0,819000.0,126000.0,78.0,90.3,water_installation,2.9,362068.97,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-TA-COI-01204,Setting up of Community RO Water Purification Plant with distribution kiosk at Sulur,"Administrative sanction under MPLADS for: Setting up of Community RO Water Purification Plant with distribution kiosk at Sulur. Implemented by Municipal Corporation Public Infrastructure Cell for public benefit in Sulur, Coimbatore.",Tamil Nadu,Coimbatore,Coimbatore (LS-20),Sulur,Sulur,11.046327,76.959961,Ganapathi P. Rajkumar,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2025-07-27,2026-03-03,,AGY-MUNC-COI,Municipal Corporation Public Infrastructure Cell,Municipal Corporation,360000,291600.0,248400.0,43200.0,69.0,85.7,water_installation,1.0,360000.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-IND-01064,Construction of Check Dam across local seasonal stream for groundwater recharge at Betma,"Administrative sanction under MPLADS for: Construction of Check Dam across local seasonal stream for groundwater recharge at Betma. Implemented by District Rural Development Agency for public benefit in Betma, Indore.",Madhya Pradesh,Indore,Indore (LS-26),Mhow,Betma,22.747543,75.835699,Shankar Lalwani,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2025-04-12,2025-12-10,,AGY-DRDA-IND,District Rural Development Agency,Line Department,10340000,9512800.0,9306000.0,206800.0,90.0,83.6,check_dam,4.8,2154166.67,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01100,Upgradation and modernization of Primary Health Sub-Centre with emergency maternity unit at Doddaballapura,"Administrative sanction under MPLADS for: Upgradation and modernization of Primary Health Sub-Centre with emergency maternity unit at Doddaballapura. Implemented by Gram Panchayat Development Committee for public benefit in Doddaballapura, Bengaluru Rural.",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Doddaballapura,13.291696,77.438657,C. N. Manjunath,Lok Sabha,Health & Sanitation,IN_PROGRESS,2024-01-31,2024-10-05,,AGY-PRI-BEN,Gram Panchayat Development Committee,Panchayati Raj,6470000,6405300.0,5693600.0,711700.0,88.0,88.1,facility_center,2.6,2488461.54,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-IND-01020,"Construction of 2 additional smart classroom blocks at Government Higher Secondary School, Depalpur","Administrative sanction under MPLADS for: Construction of 2 additional smart classroom blocks at Government Higher Secondary School, Depalpur. Implemented by Zilla Parishad Engineering Cell for public benefit in Depalpur, Indore.",Madhya Pradesh,Indore,Indore (LS-26),Mhow,Depalpur,22.711746,75.934708,Shankar Lalwani,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2024-02-28,2024-10-30,,AGY-ZP-IND,Zilla Parishad Engineering Cell,Panchayati Raj,3000000,2460000.0,1860000.0,600000.0,62.0,82.5,classroom_block,2.7,1111111.11,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-WE-DAR-01317,Construction of Multi-Purpose Community Hall and Cultural Center for public gatherings at Siliguri,"Administrative sanction under MPLADS for: Construction of Multi-Purpose Community Hall and Cultural Center for public gatherings at Siliguri. Implemented by Zilla Parishad Engineering Cell for public benefit in Siliguri, Darjeeling.",West Bengal,Darjeeling,Darjeeling (LS-04),Kurseong,Siliguri,26.959937,88.291006,Raju Bista,Lok Sabha,Community Infrastructure,IN_PROGRESS,2025-06-06,2026-03-23,,AGY-ZP-DAR,Zilla Parishad Engineering Cell,Panchayati Raj,6310000,5489700.0,4858700.0,631000.0,77.0,96.3,community_hall,2.4,2629166.67,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-TA-COI-01076,"Installation of rooftop solar photovoltaic system at Model Senior Secondary School, Kinathukadavu","Administrative sanction under MPLADS for: Installation of rooftop solar photovoltaic system at Model Senior Secondary School, Kinathukadavu. Implemented by District Rural Development Agency for public benefit in Kinathukadavu, Coimbatore.",Tamil Nadu,Coimbatore,Coimbatore (LS-20),Sulur,Kinathukadavu,10.966346,77.042678,Ganapathi P. Rajkumar,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2026-04-22,2026-11-24,,AGY-DRDA-COI,District Rural Development Agency,Line Department,5890000,2473800.0,2297100.0,176700.0,39.0,44.8,classroom_block,3.4,1732352.94,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-UT-VAR-01040,Construction of Check Dam across local seasonal stream for groundwater recharge at Sewapuri,"Administrative sanction under MPLADS for: Construction of Check Dam across local seasonal stream for groundwater recharge at Sewapuri. Implemented by Shree Balaji Civic Builders for public benefit in Sewapuri, Varanasi.",Uttar Pradesh,Varanasi,Varanasi (LS-77),Rohaniya,Sewapuri,25.397388,82.931165,Narendra Modi,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2025-09-21,2026-07-16,,AGY-CONTR-103-VAR,Shree Balaji Civic Builders,Registered Contractor,4030000,3788200.0,2901600.0,886600.0,72.0,88.3,check_dam,1.8,2238888.89,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
